"image"	"id"	"text"
"tina_stafrén-sami_girl-7919-7"	7919	"Sami girl at Nutti Sámi Siida, a Sámi tourism company that offers lodging close to reindeer and organizes cultural experiences."
"tina_stafrén-sami_girl-7920-7"	7920	"Sami girl at Nutti Sámi Siida, a Sámi tourism company that offers lodging close to reindeer and organizes cultural experiences."
"tina_stafrén-seafood-7112-7"	7112	"Buying freshly caught seafood in the archipelago of Bohuslän in West Sweden. This region is known for its succulent seafood and beautiful archipelagos."
"tina_stafrén-seaweed_safari-6807-7"	6807	"The archipelago of West Sweden is full of edible treasures. The area is famous for is delicious seafood, but the sea is also packed with nutritious seaweed. Get to know the area by participating in a seaweed safari – an adventure that ends with a truly local and sustainable meal."
"tina_stafrén-shopping-6863-7"	6863	"Shopping for design in West Sweden."
"tina_stafrén-skedvi_bröd,_dalarna-8655-7"	8655	"There are several food market halls and farmers markets in Sweden where you can shop locally produced ingredients and handicrafts. Skedvi Bröd is a Swedish crispbread factory with a food hall and restaurant. They also have a greenhouse, summer café and twelve old shipping containers functioning as stores with different items for sale."
"tina_stafrén-skedvi_bröd,_dalarna-8656-7"	8656	"There are several food market halls and farmers markets in Sweden where you can shop locally produced ingredients and handicrafts. Skedvi Bröd is a Swedish crispbread factory with a food hall and restaurant. They also have a greenhouse, summer café and twelve old shipping containers functioning as stores with different items for sale."
"tina_stafrén-street_artist_shai_dahan-6862-7"	6862	"Shai Dahan is an American painter and street artist living in Sweden, which has contributed to the street art scene in Borås."
"tina_stafrén-summer_in_old_town-7545-7"	7545	"Woman walking down the square Stortorget in Old Town, Stockholm, a sunny summerd day. The Stockholm neighbourhood dates back to the 13th century, and consists of medieval alleyways, cobbled streets, and town squares. Stortorget is the oldest public square in Gamla Stan."
"tina_stafrén-sustainable_bakery-7104-7"	7104	"Garveriet in Floda is an inspiring meeting point for sustainable and local small-scale food production, with a restaurant, bakery and a shop. Many Swedish restaurant has sustainability as a key value, meaning that they prioritize local and seasonal ingredients on their menus."
"tina_stafrén-sustainable_gardening-6811-7"	6811	"Sustainable gardening at the Koster islands. Kosters Trädgårdar is a restaurant, farm shop and organic garden where you can taste truly local food and learn more about how to live sustainably. A large amount of Swedish restaurants are increasing the amount of locally produced and green dishes on their menu in order to become more environmentally friendly."
"tina_stafrén-sustainable_gardening-6812-7"	6812	"Sustainable gardening at the Koster islands. Kosters Trädgårdar is a restaurant, farm shop and organic garden where you can taste truly local food and learn more about how to live sustainably. A large amount of Swedish restaurants are increasing the amount of locally produced and green dishes on their menu in order to become more environmentally friendly."
"tina_stafrén-sustainable_lunch-7106-7"	7106	"Garveriet in Floda is an inspiring meeting point for sustainable and local small-scale food production, with a restaurant, bakery and a shop. Many Swedish restaurant has sustainability as a key value, meaning that they prioritize local and seasonal ingredients on their menus."
"tina_stafrén-sustainable_restaurant-6823-7"	6823	"Many restaurants in Sweden are focused on sustainable food cooked with local produce. Dinner at Läckö Castle."
"tina_stafrén-swedish_designers-6864-7"	6864	"Karoline Lenhult, founder of Kueen, designing luxury scarves. And Anna Elzer Oscarson, award winning designer holding a vase from her collection Dancing Dune, created at Lidköping Porcelain Factory."
"tina_stafrén-swedish_fika-8471-7"	8471	"Take the opportunity to enjoy a fika, the delightful custom of enjoying a coffee and a treat with friends, at one of Sweden&#039;s many cafes. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_fika-8474-7"	8474	"During the spring and summer in Sweden, several cafes offer outdoor seating where you can enjoy a cinnamon bun or other cookies and biscuits to your liking. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_fika-8475-7"	8475	"Take the opportunity to enjoy a fika, the delightful custom of enjoying a coffee and a treat with friends, at one of Sweden&#039;s many cafes. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_fika-8476-7"	8476	"Take the opportunity to enjoy a fika, the delightful custom of enjoying a coffee and a treat with friends, at one of Sweden&#039;s many cafes. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_fika-8477-7"	8477	"During the spring and summer in Sweden, several cafes offer outdoor seating where you can enjoy a cinnamon bun or other cookies and biscuits to your liking. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_fika-8478-7"	8478	"During the spring and summer in Sweden, several cafes offer outdoor seating where you can enjoy a cinnamon bun or other cookies and biscuits to your liking. Rosendal’s Garden is one of Stockholm’s most popular spots in the summer. It is an open garden, with the main purpose of presenting biodynamic (organic) garden cultivation to the general public."
"tina_stafrén-swedish_pizza-6839-7"	6839	"Pizza the Swedish way. With local and organic ingredients, Kosters Trädgårdar creates an interesting menu which is also sustainable. Many Swedish restaurants are increasing the amount of locally produced and green dishes on their menu in order to become more environmentally friendly."
"tina_stafrén-textile_design-6861-7"	6861	"Textile design at FashionInk, located in the Textile Fashion Center in Borås, which is a startup hub for entrepreneurs and designers who want to make an impact on the Swedish and international fashion scene."
"tina_stafrén-the_edible_country-7095-7"	7095	"Swedish forests are filled with edible treats such as berries, mushroom, nettles and other greens, and they are of course best enjoyed in the outdoors. The Swedish Right of Public Access entitles you to forage and set up camp almost anywhere you want in Swedish nature, as long as you treat flora, fauna and other people&#039;s property with respect and care. The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_edible_country-7100-7"	7100	"Swedish forests are filled with edible treats such as berries, mushroom, nettles and other greens, and they are of course best enjoyed in the outdoors. The Swedish Right of Public Access entitles you to forage and set up camp almost anywhere you want in Swedish nature, as long as you treat flora, fauna and other people&#039;s property with respect and care. The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_edible_country-7115-7"	7115	"Swedish nature is filled with edible treats such as berries, mushroom, nettles and seaweed, and they are of course best enjoyed in the outdoors. The Swedish Right of Public Access entitles you to forage and set up camp almost anywhere you want in Swedish nature, as long as you treat flora, fauna and other people&#039;s property with respect and care. The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery. Local chef Thomas Sjögren (pictured) has composed the menu in Ramsvik."
"tina_stafrén-the_edible_country-7120-7"	7120	"Swedish nature is filled with edible treats such as berries, mushroom, nettles and seaweed, and they are of course best enjoyed in the outdoors. The Swedish Right of Public Access entitles you to forage and set up camp almost anywhere you want in Swedish nature, as long as you treat flora, fauna and other people&#039;s property with respect and care. The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_edible_country-7121-7"	7121	"Swedish nature is filled with edible treats such as berries, mushroom, nettles and seaweed, and they are of course best enjoyed in the outdoors. The Swedish Right of Public Access entitles you to forage and set up camp almost anywhere you want in Swedish nature, as long as you treat flora, fauna and other people&#039;s property with respect and care. The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_edible_country-7484-7"	7484	"The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_edible_country-7485-7"	7485	"The Edible Country is an initiative from Sweden, where the whole country is turned into a DIY-restaurant. Top chefs were invited to compose menus based on ingredients that can be found in Swedish nature. Several wooden tables were placed all over Sweden, and anyone can make a reservation to create a Swedish meal sourced in nature and then enjoy it in stunning scenery."
"tina_stafrén-the_restaurant_stadskällaren-7890-7"	7890	"Buffet at the Restaurant Stadskällaren in Skellefteå."
"tina_stafrén-urban_winery-6828-7"	6828	"Wine Mechanics is Sweden’s largest wine producer, located in an old piggery in Gothenburg. Only ecological and biodynamic grapes are used in the winery, creating a healthier and more sustainable wine."
"tina_stafrén-vegetarian_food-6816-7"	6816	"Hearty vegetarian food made from left-overs. Sustainability is important in the Swedish hospitality industry, with local ingredients and vegetarian dishes being essential elements at many restaurants’ menus."
"tina_stafrén-wine_tasting-6831-7"	6831	"Dinner at Wine Mechanics, which is Sweden’s largest wine producer, located in an old piggery in Gothenburg. Only ecological and biodynamic grapes are used in the winery, creating a healthier and more sustainable wine."
"tove_freiij-fika-5554-7"	5554	"Fika is much more than having a coffee. It is a a reason to set aside a moment for quality time. It can be to take a break and rest your feet while out shopping with your friends It is a tradition observed frequently, preferably several times a day. On sunny spring and summer days, it is best enjoyed outdoors, naturally. Accompanying sweets are crucial. Cinnamon buns, cakes, cookies, even open-faced sandwiches will do. It comes as no surprise that Swedes are among the top consumers of coffee and sweets in the world."
"tove_freiij-fika-5555-7"	5555	"Fika is much more than having a coffee. It is a a reason to set aside a moment for quality time. It can be to take a break and rest your feet while out shopping with your friends It is a tradition observed frequently, preferably several times a day. On sunny spring and summer days, it is best enjoyed outdoors, naturally. Accompanying sweets are crucial. Cinnamon buns, cakes, cookies, even open-faced sandwiches will do. It comes as no surprise that Swedes are among the top consumers of coffee and sweets in the world."
"tove_freiij-fika-5564-7"	5564	"Fika is much more than having a coffee. It is a a reason to set aside a moment for quality time. It can be to take a break and rest your feet while out shopping with your friends It is a tradition observed frequently, preferably several times a day. On sunny spring and summer days, it is best enjoyed outdoors, naturally. Accompanying sweets are crucial. Cinnamon buns, cakes, cookies, even open-faced sandwiches will do. It comes as no surprise that Swedes are among the top consumers of coffee and sweets in the world."
"tove_freiij-garden_café-5551-7"	5551	"Rosenhill is a family farm just outside Stockholm. They produces organic vegetables, apples and apple juice and you can enjoy it all in the garden café."
"tove_freiij-restaurant_and_bar-5547-7"	5547	""
"tove_freiij-restaurant_pelikan-5560-7"	5560	"Restaurant Pelikan in Stockholm."
"tove_freiij-shopping-5556-7"	5556	"Shopping in Stockholm."
"tove_freiij-shopping-5557-7"	5557	"Shopping in Stockholm."
"tove_freiij-shopping-5559-7"	5559	"Shopping in Stockholm"
"tove_freiij-shopping-5561-7"	5561	"Shopping in Stockholm."
"tove_freiij-shopping-5562-7"	5562	"Shopping in Stockholm."
"tove_freiij-shopping-5563-7"	5563	"Shopping in Stockholm."
"ulf_huett_nilsson-breakfast_in_the_garden-1167-7"	1167	"In Sweden most people eat one of three things for breakfast: 1) Bread with cheese, cold cuts, or a Swedish favourite – Kalles kaviar, 2) Cereal with either milk, yoghurt or filmjölk, or 3) Porridge, most commonly oatmeal porridge. Kalles kaviar is made of salted cod roe in a tube. Filmjölk is fermented cow&#039;s milk."
"ulf_huett_nilsson-family_in_the_kitchen-1176-7"	1176	"Eating together as a family is considered important in Sweden. Most families try to have dinner together at least a couple of times a week, especially on weekends."
"ulf_huett_nilsson-family_relaxing-1168-7"	1168	"Family is important in Sweden. More than 75% of Swedes live in a family constellation of some sort."
"ulf_huett_nilsson-girl_with_a_computer-1172-7"	1172	"Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning."
"ulf_huett_nilsson-homework-1165-7"	1165	"In Sweden, school is compulsory for nine years starting at age seven. Those who go to school also have homework."
"ulf_huett_nilsson-in_the_kitchen-1164-7"	1164	"One important factor in Swedish equality is parental leave. The partner who wasn&#039;t pregnant (man or woman) gets ten days off work when their child is born, and then share with their partner a further 480 days of paid parental leave. This allows women to continue to pursue their careers, while allowing men to play a larger role in their children’s formative years."
"ulf_huett_nilsson-mother_and_son_with_a_computer-1171-7"	1171	"Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning."
"ulf_huett_nilsson-outdoor_meal-1166-7"	1166	"Swedes are in general healthy eaters and conscious about their food and eating habits. The Swedish government has actively worked for and promoted public health since the early 1900’s. The Swedish National Institute for Public Health was launched in 1938 and in 1972 The National Food Agency was created."
"ulf_huett_nilsson-siblings_with_a_computer-1173-7"	1173	"Swedes have a high level of computer skills, in 2017 96% of Swedes aged 16-74 had access to the internet in their home. Almost nine out of ten use the internet on a daily basis, with very little difference between genders. Most people have a broadband connection in their home and many are also connected on the go via mobile internet connections and wifi.. Swedes are very active net users and use the internet to interact on social networks, email, to pay bills, play online, shop, and search for information.It&#039;s common for Swedes to check their email and social networks while commuting to work in the morning.."
"ulf_lundin-active_child-2070-7"	2070	"It&#039;s important for children to be outside and active. Sweden is a nation of amateur athletes and sports enthusiasts. Most people engage regularly in some sort of physical activity. Often they start at an early age."
"ulf_lundin-all_saints'_day-5309-7"	5309	"All Saints’ Day in Sweden, and candles are lit on every cemetery all over the country. All Saints&#039; Day is always on a Saturday between 31 October and 6 November."
"ulf_lundin-alternative_workspace-7139-7"	7139	"Swedes generally aim to find a healthy balance between work and leisure. This includes jobs that have flexible hours and a business mentality where working from outside the office is accepted and even encouraged."
"ulf_lundin-camping-3640-7"	3640	"Camping is a great way to explore the countryside. The right to public access allows people to set up camp pretty much wherever they choose. There are also some 30 national parks and 4,500 nature reserves in Sweden, a great place if you are interested in nature. Much of the landscape is dominated by forests and meadows. With so much grandeur and open space to enjoy, Swedes would be foolish not to take active advantage of it."
"ulf_lundin-camping-6662-7"	6662	"Camping is a great way to explore the countryside. The right to public access allows people to set up camp pretty much wherever they choose. Why not in the Scandinavian mountain region in northern Sweden?"
"ulf_lundin-canoeing-1711-7"	1711	"With so much nature around, it makes sense to take an active part. Canoeing is but one way to enjoy the many lakes, rivers, and coasts that Sweden offers."
"ulf_lundin-celebrate_outdoor-8251-7"	8251	"To many in Sweden, New Year’s Eve in 2020 was an entirely different affair compared with previous years because of the coronavirus pandemic. The four people celebrating here opted to mix outdoors – one of the recommendations by the Public Health Agency of Sweden."
"ulf_lundin-christmas_fair_waffles-3842-7"	3842	"While waffles have a day of their own in the Swedish calendar, on March 25, they are also a favourite treat in the days leading up to Christmas. A Christmas market is not complete without at least one waffle stand. A month before Christmas these traditional stalls appear. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. Best enjoyed with strawberry or raspberry jam and whipped cream, waffles in Sweden date back at least to the 15th century."
"ulf_lundin-christmas_market-3823-7"	3823	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3824-7"	3824	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3825-7"	3825	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations.. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3826-7"	3826	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3827-7"	3827	"Christmas fairs are a great place to gear up for the holidays, whether you are in need for presents, foodstuffs or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3828-7"	3828	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3833-7"	3833	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3834-7"	3834	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3836-7"	3836	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3837-7"	3837	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_market-3841-7"	3841	"Christmas markets are a great place to gear up for the holidays, whether you are in need of presents, food, or decorations. A month before Christmas these traditional stalls open. Some specialise in homemade food and drink, others in arts and crafts, and still others operate like regular retailers. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our handcrafted decorations, fill our homes with candlelight, decorate our trees and go back to our grandmother’s recipes to bake gingersnaps and saffron buns."
"ulf_lundin-christmas_shopping-3830-7"	3830	"What better way to get ready for Christmas than to stroll the streets, window shopping, and looking for inspiration. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our hand-crafted decorations, fill our homes with candlelight, decorate the tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. Christmas markets are also a great place to gear up for the holidays, whether you are in need for presents, food, or decorations. The point is to stroll about in the open air and take in the Christmas spirit."
"ulf_lundin-christmas_shopping-3831-7"	3831	"What better way to get ready for Christmas than to stroll the streets, window shopping and looking for inspiration. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our hand-crafted decorations, fill our homes with candlelight, decorate the tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. Christmas markets are also a great place to gear up for the holidays, whether you are in need for presents, food, or decorations. The point is to stroll about in the open air and take in the Christmas spirit."
"ulf_lundin-christmas_shopping-3832-7"	3832	"What better way to get ready for Christmas than to stroll the streets, window shopping and looking for inspiration. In Sweden, December 24 is the main day for celebrating Christmas, the major family event of the year. Swedes mix customs from home and abroad and most keep the celebrations rather secular. At Christmas, we bring out our hand-crafted decorations, fill our homes with candlelight, decorate the tree and go back to our grandmother’s recipes to bake gingersnaps and saffron buns. Christmas markets are also a great place to gear up for the holidays, whether you are in need for presents, food, or decorations. The point is to stroll about in the open air and take in the Christmas spirit."
"ulf_lundin-coast_life-8546-7"	8546	"Bjäre peninsula in southern Sweden is a popular place for visitors who want to walk in nature, along the beach, or go swimming in the ocean. Along the coast, life buoys are a common sight throughout Sweden."
"ulf_lundin-coffe_and_cinnamon_bun-7132-7"	7132	"&#039;Fika&#039; is a Swedish tradition that involves setting aside quality time having a coffee (or tea, hot chocolate, etc.) in good company. Accompanying sweets are crucial. Fika is like hitting a pause button in life and just enjoy the moment. It is observed frequently, preferably several times a day."
"ulf_lundin-congratulation-8243-7"	8243	"Since 1983, Sweden has celebrated its National Day on 6 June. This is the date on which Gustav Vasa was crowned king in 1523 and on which a new constitution was adopted in 1809."
"ulf_lundin-easter-1710-7"	1710	"At Easter Swedes get together with their families. They celebrate by painting eggs and eating traditional Easter food like eggs, fowl, fish and lamb. Children receive cardboard Easter eggs filled with candy and dress up as colourful Easter witches."
"ulf_lundin-farming-6656-7"	6656	"About seven per cent of Sweden’s area is used for agriculture. The Swedish agricultural sector employs 1.5 per cent of the Swedish workforce. Animal husbandry follows strict laws about animal welfare and the use of antibiotics is internationally low."
"ulf_lundin-fika-3839-7"	3839	"Fika is much more than having a coffee. It is a a reason to set aside a moment for quality time. It is a tradition observed frequently, preferably several times a day. Even in the winter cold around Christmas time, people sit down - inside or outside - to enjoy a hot beverage and a talk."
"ulf_lundin-fika-3840-7"	3840	"Fika is much more than having a coffee. It is a a reason to set aside a moment for quality time. It is a tradition observed frequently, preferably several times a day. Even in the winter cold around Christmas time, people sit down - inside or outside - to enjoy a hot beverage and a talk."
"ulf_lundin-fishing-2072-7"	2072	"With roughly 9 percent of Sweden made up of rivers and lakes, and with an extensive coastline to boot, there are plenty of great fishing spots to be found. There are some 37 species of fish to catch in Sweden, from pike to salmon. Sweden has everything you could wish for, whether an expert or beginner: big fish, attractive waters and untouched nature."
"ulf_lundin-flower_picking-2068-7"	2068	"With a lot of open space, and the right to public access, Swedes can freely roam the countryside. As long as the flowers are not protected, kids and adults alike can go out into a field and pick their bunch of wild flowers."
"ulf_lundin-free_press-7140-7"	7140	"A woman reading a daily paper. The freedom to express oneself in speech and writing is one of the basic human rights. In Sweden, this freedom stems from the world’s first constitutionally protected freedom of the press legislation, the Swedish Freedom of the Press Act of 1766."
"ulf_lundin-friends_hanging_out-7129-7"	7129	"&#039;Fika&#039; is a Swedish tradition that involves setting aside quality time having a coffee (or tea, hot chocolate, etc.) in good company. Accompanying sweets are crucial. Fika is like hitting a pause button in life and just enjoy the moment. It is observed frequently, preferably several times a day."
"ulf_lundin-friends_hanging_out-7143-7"	7143	"A group of friends walking the cobbled streets of Old Town in Stockholm."
"ulf_lundin-friends-4832-7"	4832	"Although a majority of Swedes live in urban centres, many people still prefer the countryside, either for permanent living or for the family summer house."
"ulf_lundin-friends-6676-7"	6676	"Two friends in a Stockholm suburb. Roughly two million people in Sweden are under the age of 18."
"ulf_lundin-friends-7137-7"	7137	"Two friends on a park bench in the summer. Swedes value their free time, and aim to find a healthy balance between work and leisure. On some days, it feels good to do nothing in particular, just relax and be social."
"ulf_lundin-friends-7138-7"	7138	"Two friends on a park bench in the summer. Swedes value their free time, and aim to find a healthy balance between work and leisure. On some days, it feels good to do nothing in particular, just relax and be social."
"ulf_lundin-friends-7142-7"	7142	"Two friends hanging out on one of many bridges in central Stockholm on a sunny summer day."
"ulf_lundin-friends-7144-7"	7144	"A group of friends walking down the narrow streets of Old Town in Stockholm."
"ulf_lundin-friendship-7146-7"	7146	"Friends meeting up in Stockholm city on a sunny summer day. Swedes value their free time, and aim to find a healthy balance between work and leisure. On some days, it feels good to do nothing in particular, just relax and be social."
"ulf_lundin-group_hug-7141-7"	7141	"Friends hugging each other and having a good time. Swedes aim to find a healthy balance between work and leisure. On some days, it feels good to do nothing in particular, just relax and be social."
"ulf_lundin-groupie-7125-7"	7125	"Friends take a group photo to help make memories of a great summer together last."
"ulf_lundin-ice_cream-7147-7"	7147	"Swedes love ice cream, especially during the summer months. The average Swede eats about 12 litres of ice cream per year – a third of it during the summer months. An astonishing 111 million litres of the cool sweet is produced in Sweden every year, and specialty shops are popping up on almost every street corner."
"ulf_lundin-ice_cream-7148-7"	7148	"Swedes love ice cream, especially during the summer months. The average Swede eats about 12 litres of ice cream per year – a third of it during the summer months. An astonishing 111 million litres of the cool sweet is produced in Sweden every year, and specialty shops are popping up on almost every street corner."
"ulf_lundin-ice_cream-7149-7"	7149	"Swedes love ice cream, especially during the summer months. The average Swede eats about 12 litres of ice cream per year – a third of it during the summer months. An astonishing 111 million litres of the cool sweet is produced in Sweden every year, and specialty shops are popping up on almost every street corner."
"ulf_lundin-ice_skating-3641-7"	3641	"Sweden is an ice skater’s dream, with crisp, cold winters and an enormous number of lakes and rivers, many of which freeze over in winter. Even the coastline is accessible by skate, and the archipelago is especially enjoyable with all its islands and islets. But be sure never to go out alone, and always with a guide or experienced friend. There are also outdoor ice rinks, if you want to get the feel of balancing on sharp blades without any risk of cold water underneath."
"ulf_lundin-ice_skating-5815-7"	5815	"Sweden is an ice skater’s dream with crisp, cold winters and a ridiculous amount of lakes, many of which freeze over in a mirror of natural ice in wintertime. Even the coastline is accessible by skates, and the archipelago is especially enjoyable with all its islands and islets. But be sure never to go out alone, and always with a guide or experienced friend. There are also ice rinks outdoors, even in central cities, if you want to get the feel of balancing on sharp blades without any risk of feeling the cold of the water underneath."
